,state,county,fips,project_name,project_op_year,windmills_count,capacity,longitude,latitude
569,KS,Kingman County,20095,Kingman Wind Energy Center,241920,12200,20930.500000000015,-11792.492755999992,4506.739734000001
570,KS,Kingman County,20095,unknown Kingman County,-9999,1,-9999.0,-98.201324,37.553539
571,KS,Kiowa County,20097,BTI Wind,4020,4,-9998.932,-198.570481,75.21258900000001
572,KS,Kiowa County,20097,Greensburg,20100,100,125.0,-993.438942,375.49887200000006
573,KS,Kiowa County,20097,Shooting Star,130780,4225,6760.0,-6464.289911000002,2438.472600999999
574,KS,Kiowa County,20097,unknown Kiowa County,2011,1,-9999.0,-99.298805,37.605576
575,KS,Lincoln County,20105,Post Rock,72432,4824,7236.0,-3540.464592999999,1400.0610539999998
576,KS,Lincoln County,20105,Smoky Hills,112448,3136,5644.800000000006,-5494.424250000001,2177.5780090000003
577,KS,Lincoln County,20105,Smoky Hills II,146584,7227,10840.5,-7171.967315000001,2839.374912999999
578,KS,Marion County,20115,unknown Marion County,179602,7921,-889911.0,-8653.622877,3433.2420189999993
579,KS,Marshall County,20117,Marshall Wind Energy,72576,1296,2592.0,-3469.374937999999,1434.60644
580,KS,Ness County,20135,Cedar Bluff,189410,10434,18677.800000000032,-9375.975811999997,3634.481415
581,KS,Pratt County,20151,Ninnescah,243936,12421,21309.515000000025,-11931.807410000001,4548.092058
582,KS,Pratt County,20151,unknown Pratt County,4036,4,-19998.0,-197.832855,75.04925499999999
583,KS,Rush County,20165,Alexander,40300,420,965.9999999999997,-1990.68931,768.6324730000002
584,KS,Sumner County,20191,Slate Creek,151125,5625,11250.0,-7297.118463999999,2784.229895000001
585,KS,Trego County,20195,Cedar Bluff,34255,1887,3377.899999999999,-1694.592697,658.0320810000001
586,KS,Washington County,20201,unknown Washington County 1,2013,1,-9999.0,-97.057991,39.713093
587,KS,Wichita County,20203,Central Plains,66297,1089,3267.0,-3338.274589,1271.1124730000001
588,MA,Barnstable County,25001,6th Space Warning Squadron,4026,4,6.72,-141.087104,83.506683
589,MA,Barnstable County,25001,AFCEE MMR Turbines,4022,4,6.0,-141.093101,83.517181
590,MA,Barnstable County,25001,Air Force (Barnstable),2009,1,1.5,-70.591103,41.657692
591,MA,Barnstable County,25001,Barnstable Wastewater Treatment Facility,4020,4,0.4,-140.611198,83.32798299999999
592,MA,Barnstable County,25001,Cape Cod Regional Transit Authority,2010,1,0.1,-70.144402,41.690090000000005
593,MA,Barnstable County,25001,Falmouth II,2012,1,1.65,-70.621498,41.609291
594,MA,Barnstable County,25001,Falmouth Notus,2010,1,1.65,-70.608902,41.60849
595,MA,Barnstable County,25001,Falmouth Wastewater,2010,1,1.65,-70.620796,41.605892
596,MA,Barnstable County,25001,Hyannis Country Garden,2008,1,0.1,-70.310799,41.651291
597,MA,Barnstable County,25001,Massachusetts Maritime Academy,2006,1,0.66,-70.623802,41.74139
598,MA,Barnstable County,25001,Massachusetts National Cemetery,2010,1,0.05,-70.584602,41.673092
599,MA,Barnstable County,25001,Woods Hole Research Center,2009,1,0.1,-70.643204,41.548992
600,MA,Berkshire County,25003,Berkshire Wind,20110,100,150.0,-732.7497860000001,425.852712
601,MA,Berkshire County,25003,Hoosac,22132,209,313.5,-803.447877,470.058899
602,MA,Berkshire County,25003,Jiminy Peak Ski Resort,2007,1,1.5,-73.292801,42.543793
603,MA,Berkshire County,25003,Otis Wind Energy Project,2017,1,1.5,-73.025764,42.225765
604,MA,Berkshire County,25003,Williams Stone,2009,1,0.6,-73.069901,42.234192
605,MA,Bristol County,25005,Fairhaven Wind,4024,4,6.0,-141.745598,83.276283
606,MA,Bristol County,25005,Philips Lightolier,2012,1,2.0,-71.116997,41.74609
607,MA,Bristol County,25005,University of Massachussetts Dartmouth,2012,1,0.6,-71.010597,41.62669
608,MA,Essex County,25009,Applied Materials,2012,1,2.5,-70.649399,42.628192999999996
609,MA,Essex County,25009,Equity Industrial Partners,4024,4,8.0,-141.313004,85.251881
610,MA,Essex County,25009,Ipswich,2011,1,1.6,-70.841103,42.716091
611,MA,Essex County,25009,Ipswich II,2012,1,2.0,-70.846397,42.717293
612,MA,Essex County,25009,LWSC Wind Turbine,2014,1,0.6,-70.956688,42.452690000000004
613,MA,Essex County,25009,Mark Richey Woodworking,2009,1,0.6,-70.88069899999999,42.802890999999995
614,MA,Franklin County,25011,Berkshire East Ski Area,2010,1,0.9,-72.866798,42.616291
615,MA,Franklin County,25011,Hoosac,16096,152,228.0,-584.173188,341.67688699999997
616,MA,Middlesex County,25017,City of Medford,2009,1,0.1,-71.099098,42.408993
617,MA,Nantucket County,25019,Nantucket High School,2010,1,0.1,-70.097778,41.27211
618,MA,Norfolk County,25021,Mount St. Mary's Abbey,2009,1,0.1,-71.3937,42.042491999999996
619,MA,Plymouth County,25023,Camelot Wind Project,2012,1,1.5,-70.644302,41.925491
620,MA,Plymouth County,25023,Future Generation Wind,8064,16,32.0,-282.47025299999996,167.104302
621,MA,Plymouth County,25023,Hull I,2001,1,0.66,-70.922195,42.304390000000005
622,MA,Plymouth County,25023,Hull Wind Phase II,2006,1,1.8,-70.85659799999999,42.261192
623,MA,Plymouth County,25023,Kingston,2012,1,2.0,-70.715897,41.978790000000004
624,MA,Plymouth County,25023,No Fossil Fuel - Kingston,6036,9,18.0,-212.180901,125.916275
625,MA,Plymouth County,25023,Scituate Wind,2012,1,1.5,-70.7285,42.175090999999995
626,MA,Suffolk County,25025,Charlestown Wind Turbine,2011,1,1.5,-71.070999,42.391490999999995
627,MA,Suffolk County,25025,Forbes Park,2008,1,0.6,-71.01329799999999,42.39959
628,MA,Suffolk County,25025,IBEW local 103,2005,1,0.1,-71.0541,42.304691
629,MA,Suffolk County,25025,MWRA Deer Island,4018,4,2.4,-141.91374199999998,84.692944
630,MA,Worcester County,25027,"Department of Correction, NCCI Gardner",4022,4,6.6,-143.876,85.159882
631,MA,Worcester County,25027,Holy Name Catholic High School,2008,1,0.6,-71.783897,42.240891
632,MA,Worcester County,25027,Mount Wachusett Wind Farm,4018,4,6.0,-143.96779700000002,85.179284
633,MA,Worcester County,25027,Nature's Classroom Wind Turbine,2009,1,0.1,-72.003899,42.110889
634,MA,Worcester County,25027,Princeton Municipal Light and Water Plant,4018,4,6.0,-143.799393,84.95578
635,MA,Worcester County,25027,Templeton Wind Turbine,2010,1,1.5,-72.077698,42.589092
636,MD,Garrett County,24023,Criterion,56280,784,1960.0,-2220.998169,1102.6933129999998
637,MD,Garrett County,24023,Fair Wind,24180,144,360.0,-952.669585,471.88357999999994
638,MD,Garrett County,24023,Fourmile Ridge,32224,256,640.0,-1264.0652460000003,634.2759590000001
639,MD,Garrett County,24023,Roth Rock,40220,400,1000.0,-1589.0265510000004,785.421141
640,MD,Somerset County,24039,Crisfield Waste Water Treatment Plant,2017,1,0.75,-75.85838299999999,37.982826
641,MD,Talbot County,24041,Talbot County DPW,6030,9,0.8999999999999999,-228.097557,116.45520099999999
642,ME,Aroostook County,23003,Mars Hill,56189,510,765.0,-1898.7097170000002,1303.2380429999996
643,ME,Aroostook County,23003,Oakfield Wind,96720,2304,7084.800000000006,-3268.848931,2210.971388000001
644,ME,Aroostook County,23003,Presque Isle,2009,1,0.6,-68.02020300000001,46.667389
645,ME,Franklin County,23007,Kibby Mountain II,44220,484,1452.0,-1552.4609910000001,997.375013
646,ME,Franklin County,23007,"Kibby Mountain, phase I",44198,484,1452.0,-1551.7727810000001,998.647504
647,ME,Franklin County,23007,Saddleback Ridge,24177,90,256.5,-844.452196,535.335735
648,ME,Hancock County,23009,Bull Hill,38228,361,649.8000000000001,-1295.025002,849.623026
649,ME,Hancock County,23009,Hancock,34272,289,867.0,-1158.427567,760.9526280000001
650,ME,Knox County,23013,Fox Islands,6027,9,13.5,-206.597397,132.281673
651,ME,Oxford County,23017,Canton Mountain,16136,64,182.40000000000003,-562.428672,356.109222
652,ME,Oxford County,23017,Record Hill,44242,484,1113.2000000000003,-1553.88539,982.5331060000002
653,ME,Oxford County,23017,Spruce Mountain,20110,100,200.0,-705.5901789999999,444.15861
654,ME,Penobscot County,23019,Passadumkeag,26208,169,557.6999999999998,-888.5626750000001,586.7156689999999
655,ME,Penobscot County,23019,Pisgah Mountain,10080,25,45.0,-342.616623,223.883603
656,ME,Penobscot County,23019,Rollins,80440,1600,2400.0,-2735.2094990000005,1813.8396279999997
657,ME,Piscataquis County,23021,Bingham Wind,42336,1176,3880.8000000000015,-1462.604219,948.4915120000001
658,ME,Somerset County,23025,Bingham Wind,70560,1960,6468.000000000004,-2440.5421299999994,1578.618719
659,ME,Somerset County,23025,GSA,4020,4,0.4,-140.79130500000002,91.607036
660,ME,Waldo County,23027,Patriot,6024,9,13.5,-208.005783,133.485481
661,ME,Washington County,23029,Stetson,76342,1444,2166.0,-2583.1909859999996,1729.9736690000004
662,ME,Washington County,23029,Stetson Wind expansion,34170,289,433.5,-1155.506812,775.4545380000001
663,MI,Delta County,26041,Heritage Garden,28168,196,392.0,-1211.6008210000002,641.195014
664,MI,Emmet County,26047,Mackinaw City,2001,2,1.8,-84.74157,45.761798999999996
665,MI,Emmet County,26047,Mackinaw City (Bay Windpower I),2001,2,1.8,-84.738312,45.761806
666,MI,Gratiot County,26057,Beebe 1B,42294,441,1058.3999999999996,-1774.9418879999998,909.6352300000001
667,MI,Gratiot County,26057,Beebe Community Wind,68408,1156,2774.3999999999983,-2873.586142,1471.2218599999997
668,MI,Gratiot County,26057,Gratiot,122671,3904,6246.399999999994,-5151.293296999997,2648.9826149999994
669,MI,Gratiot County,26057,Gratiot County,144864,4968,7948.79999999999,-6085.730374999999,3124.1567440000003
670,MI,Gratiot County,26057,unknown Gratiot County,20180,100,-99990.0,-846.2482279999999,434.430097
671,MI,Huron County,26063,Apple Blossom,58493,841,2901.4500000000007,-2415.892754999999,1270.61215
672,MI,Huron County,26063,Big Turtle,20140,100,200.0,-827.5428459999999,438.76492800000005
673,MI,Huron County,26063,Big Turtle II,28224,196,411.5999999999999,-1159.130929,614.967778
674,MI,Huron County,26063,Brookfield Wind Park,88616,1936,3291.200000000002,-3665.532843,1924.1836699999994
675,MI,Huron County,26063,Deerfield,145224,2720,5615.199999999997,-5967.600869999998,3165.3478849999997
676,MI,Huron County,26063,Echo,140980,4900,7840.0,-5822.476479000001,3072.375381
677,MI,Huron County,26063,Harvest II,66396,1089,1960.2000000000012,-2745.8662580000005,1446.374788
678,MI,Huron County,26063,Harvest Wind Farm,64256,1024,1689.599999999999,-2662.678741,1402.8124349999996
679,MI,Huron County,26063,McKinley Wind Park,18108,81,129.60000000000002,-749.313232,394.87459099999995
680,MI,Huron County,26063,Michigan Wind I,92368,2116,3174.0,-3815.5231089999993,2010.9562270000001
681,MI,Huron County,26063,Pheasant Run I,88572,1936,3291.200000000002,-3665.8880769999996,1925.8936219999998
682,MI,Huron County,26063,Pinnebog,60480,900,1530.0,-2493.6799939999996,1315.2833800000003
683,MI,Huron County,26063,Sigel Wind Park,80480,1600,2560.0,-3311.6180750000003,1754.2581550000002
684,MI,Isabella County,26073,unknown Isabella County,4036,4,-19998.0,-169.278603,86.99516700000001
685,MI,Kalamazoo County,26077,Kalamazoo Valley Community College,-9999,1,-9999.0,-85.68366999999999,42.225143
686,MI,Leelanau County,26089,Traverse City,1996,1,0.6,-85.69019300000001,44.776993
687,MI,Mason County,26105,Lake Winds,112672,3136,5644.800000000006,-4835.785502000001,2456.656876000001
688,MI,Missaukee County,26113,Stoney Corners,4016,4,10.0,-170.618187,88.379482
689,MI,Missaukee County,26113,Stoney Corners - Repower,14063,49,100.44999999999999,-597.218063,309.33663900000005
690,MI,Missaukee County,26113,Stoney Corners II,20100,90,184.49999999999997,-853.075402,441.82793399999997
691,MI,Missaukee County,26113,Stoney Corners III,10055,40,82.0,-426.299026,220.85927700000002
692,MI,Osceola County,26133,Stoney Corners III,10055,33,67.89999999999999,-426.30616599999996,220.790756
693,MI,Saginaw County,26145,Tuscola Bay Wind,14084,233,372.8,-586.082153,304.32476299999996
694,MI,Sanilac County,26151,Michigan Wind II,100550,2500,4500.0,-4136.6497070000005,2181.7919
695,MI,Sanilac County,26151,Minden Wind Park,40240,400,640.0,-1655.6370070000003,872.733141
696,MI,Tuscola County,26157,Cross Winds Energy Park,124868,3844,6880.759999999989,-5176.048186999998,2703.317105999999
697,MI,Tuscola County,26157,Cross Winds Energy Park II,38342,361,830.3000000000003,-1584.9184660000003,829.265017
698,MI,Tuscola County,26157,Tuscola Bay Wind,136816,4379,7006.399999999993,-5687.9006899999995,2960.123266000002
699,MI,Tuscola County,26157,Tuscola II,118767,3481,5917.700000000006,-4929.920455999999,2568.634558
700,MN,Anoka County,27003,Hometown WindPower Anoka,2010,1,0.16,-93.38369,45.22728
701,MN,Becker County,27005,Lakeswind,4028,64,96.0,-192.33387800000003,93.47188499999999
702,MN,Becker County,27005,White Earth Tribe,2018,1,0.75,-95.859604,47.089199
703,MN,Carver County,27019,Hometown WindPower Chaska,2010,1,0.16,-93.579567,44.821636
704,MN,Clay County,27027,Agassiz Beach,6003,9,5.9399999999999995,-289.29846100000003,141.009835
705,MN,Clay County,27027,Lakeswind,60420,960,1440.0,-2887.2870169999997,1401.363609
706,MN,Clay County,27027,Moorhead,4000,3,2.25,-193.462151,93.790253
707,MN,Cottonwood County,27033,Bingham Lake,22066,132,165.0,-1045.4549860000002,483.57080799999994
708,MN,Cottonwood County,27033,Farmers' coops/Westridge,2003,18,17.1,-95.06929000000001,43.958690999999995
709,MN,Cottonwood County,27033,Jeffers,40160,400,1000.0,-1905.1286489999998,881.1302380000001
710,MN,Cottonwood County,27033,Mountain Lake Wind,2007,1,1.25,-94.943382,43.940548
711,MN,Cottonwood County,27033,Odell,106848,5300,10600.0,-5031.562025999999,2325.117844000001
712,MN,Cottonwood County,27033,Odin,10040,50,100.0,-474.32507999999996,219.27558899999997
713,MN,Dakota County,27037,Eolos,2011,1,2.5,-93.048073,44.728297999999995
714,MN,Dodge County,27039,McNeilus,82114,729,719.2499999999998,-3806.870536000001,1803.0457080000003
715,MN,Dodge County,27039,Pleasant Valley,24180,1200,2400.0,-1113.842568,526.403442
716,MN,Faribault County,27043,Big Blue Wind Farm,36216,324,648.0,-1695.9165420000004,785.2223510000001
717,MN,Faribault County,27043,Blue Breezes I & II,4012,4,5.0,-188.309997,87.31166800000001
718,MN,Faribault County,27043,Corn Plus,4016,4,8.4,-188.28304300000002,87.52399399999999
719,MN,Freeborn County,27047,Bent Tree,245342,14884,24558.599999999948,-11402.468658000007,5338.417669
720,MN,Grant County,27051,Grant County,20100,100,200.0,-958.9735040000002,458.07983100000007
721,MN,Hennepin County,27053,Great River Energy Headquarters,2008,1,0.225,-93.435242,45.09507
722,MN,Jackson County,27063,Cisco,8032,16,33.6,-381.459052,174.50324999999998
723,MN,Jackson County,27063,Elm Creek,132528,4356,6534.0,-6266.089680999999,2888.100401
724,MN,Jackson County,27063,Elm Creek II,90450,2790,6696.0000000000055,-4270.2537489999995,1966.1339280000004
725,MN,Jackson County,27063,Ewington,20080,100,210.0,-954.1214749999999,436.158234
726,MN,Jackson County,27063,Farmer's,12024,36,34.2,-572.253235,261.907966
727,MN,Jackson County,27063,Lakefield,275507,18769,28153.5,-13034.246528,5983.087679999999
728,MN,Jackson County,27063,Nobles Cooperative Electric,2008,1,2.1,-95.437294,43.718594
729,MN,Jackson County,27063,Odell,94752,4700,9400.0,-4462.194052,2060.0454680000003
730,MN,Jackson County,27063,South Fork,12096,36,82.8,-572.4832230000001,261.575267
731,MN,Jackson County,27063,Trimont Wind,54135,1809,2713.5,-2561.89456,1182.2272409999998
732,MN,Kandiyohi County,27067,Willmar,4018,4,8.0,-190.014885,90.316086
733,MN,Lac qui Parle County,27073,Lac qui Parle Valley School,1997,1,0.23,-96.05630500000001,45.07328
734,MN,Lincoln County,27081,Buffalo Ridge Wind,145562,5329,1918.4399999999985,-7025.436326000002,3228.078816
735,MN,Lincoln County,27081,Community Wind North,24132,144,360.0,-1156.880989,530.987605
736,MN,Lincoln County,27081,JJN Wind Farm,2004,1,1.5,-96.391891,44.280891
737,MN,Lincoln County,27081,Lake Benton I,281718,20163,15122.25,-13589.481935000007,6250.075817999999
738,MN,Lincoln County,27081,Lakeview Ridge,2001,1,0.9,-96.450592,44.520393
739,MN,Lincoln County,27081,Lakota Ridge,29985,225,168.75,-1446.534671,665.7616770000001
740,MN,Lincoln County,27081,Lincoln County,2003,1,0.9,-96.450485,44.524673
741,MN,Lincoln County,27081,Minn-Dakota,128448,4096,6144.0,-6168.689972000001,2834.5533329999994
742,MN,Lincoln County,27081,Norgaard,4012,14,17.5,-192.76477799999998,88.605885
743,MN,Lincoln County,27081,Norgaard (7 Projects),10030,35,43.75,-481.949853,221.49229699999998
744,MN,Lincoln County,27081,North Shaokatan Wind Farm,36000,324,213.83999999999995,-1735.8246150000004,799.5909290000001
745,MN,Lincoln County,27081,Red Pine,201700,5000,10000.0,-9615.944818000004,4447.472075999999
746,MN,Lincoln County,27081,Ruthton Wind Farm,48024,576,380.15999999999985,-2309.333927,1061.392512
747,MN,Lincoln County,27081,Shaokatan Hills,35982,324,213.83999999999995,-1735.7796049999997,799.17284
748,MN,Lincoln County,27081,Shaokatan Power Partners,4006,4,3.2,-192.836486,88.795784
749,MN,Lincoln County,27081,unknown Lincoln County 1,-9999,1,-9999.0,-96.157692,44.307793
750,MN,Lyon County,27083,Marshall,18072,81,170.10000000000002,-862.3418130000001,398.958226
751,MN,Martin County,27091,Elm Creek II,34170,1054,2529.6000000000004,-1612.2592769999999,743.2828639999998
752,MN,Martin County,27091,Fairmont Wind (SMMPA),4008,4,6.6,-188.885529,87.15248499999998
753,MN,Martin County,27091,Federated Rural Electric,2008,1,2.1,-94.591995,43.676792
754,MN,Martin County,27091,Lakota Wind,4010,4,3.8,-188.901924,87.142898
755,MN,Martin County,27091,Trimont Wind,80200,2680,4020.0,-3793.313790000001,1751.9454049999995
756,MN,McLeod County,27085,Hometown WindPower Brownton,2010,1,0.16,-94.342155,44.733486
757,MN,Meeker County,27093,"Adams Wind Generations, LLC",24132,144,240.47999999999993,-1136.686111,538.979813
758,MN,Meeker County,27093,Danielson,24132,144,240.47999999999993,-1136.915107,540.817206
759,MN,Mower County,27099,G. McNeilus Wind Farm,18027,81,121.5,-834.506919,391.9826580000001
760,MN,Mower County,27099,Grand Meadow,134536,4489,6733.5,-6208.782823999998,2927.6349609999993
761,MN,Mower County,27099,McNeilus,12024,36,59.4,-556.352111,261.2201
762,MN,Mower County,27099,Mower County Wind Energy Center,86258,1849,4252.700000000002,-3981.6623900000004,1875.2736750000004
763,MN,Mower County,27099,Pleasant Valley,177320,8800,17600.0,-8165.203336999997,3852.1539140000004
764,MN,Mower County,27099,Prairie Star,122428,3602,5943.3,-5648.848769999996,2662.984857999999
765,MN,Mower County,27099,Wapsipinicon Wind,134536,4489,6733.5,-6209.412222000003,2932.3698870000007
766,MN,Murray County,27101,"Champepaden, Chandler Hills Phase II",6003,9,5.9399999999999995,-287.866981,131.760677
767,MN,Murray County,27101,Chanarambie,114171,3249,4873.5,-5474.449076,2508.6803379999997
768,MN,Murray County,27101,Chandler Hills Wind Farm,5994,9,5.9399999999999995,-287.86164099999996,131.750969
769,MN,Murray County,27101,East Ridge,16048,64,80.0,-767.3442229999998,351.526707
770,MN,Murray County,27101,Fenton,234819,16029,24043.5,-11226.884603999997,5134.0152880000005
771,MN,Murray County,27101,Minnesota Wind Share,6018,9,16.200000000000003,-287.941474,131.877178
772,MN,Murray County,27101,Moraine II,26117,429,643.5,-1248.417791,573.157088
773,MN,Murray County,27101,Moraine Wind Power project,52078,884,1326.0,-2497.342706,1145.779591
774,MN,Murray County,27101,"Moulton, Chandler Hills Wind Farm Phase II",6003,9,5.9399999999999995,-287.853081,131.70207699999997
775,MN,Murray County,27101,Ridgewind,12060,66,151.8,-576.172226,264.27644399999997
776,MN,Murray County,27101,Valley View,10055,25,50.0,-480.106667,219.513061
777,MN,Murray County,27101,Viking,16024,64,96.0,-768.0647210000001,351.779853
778,MN,Murray County,27101,unknown Murray County,4036,4,-19998.0,-192.098328,87.930035
779,MN,Nobles County,27105,Arnold Wind Farm,2005,1,1.65,-95.84429200000001,43.752693
780,MN,Nobles County,27105,Community Wind South,30180,225,461.25,-1437.079323,655.731327
781,MN,Nobles County,27105,Don Sneve Wind Farms,2003,1,0.95,-95.843666,43.747753
782,MN,Nobles County,27105,Fenton,40140,2740,4110.0,-1918.2790229999998,876.6755429999997
783,MN,Nobles County,27105,Missouri River Energy Services (MRES),12014,20,18.2,-574.0731499999999,261.728049
784,MN,Nobles County,27105,Nobles,269340,17956,26934.0,-12835.802982,5853.638887999999
785,MN,Nobles County,27105,Wilmont Hills,2001,1,1.5,-95.853493,43.754791
786,MN,Nobles County,27105,Wolf,10030,25,31.25,-478.890305,217.91727200000003
787,MN,Pipestone County,27117,Farmers' coops/Westridge,18027,162,153.89999999999998,-865.2138280000001,396.152274
788,MN,Pipestone County,27117,Hilltop Power,2009,1,2.0,-96.193085,43.9128
789,MN,Pipestone County,27117,Kas Farms,4002,4,3.0,-192.227883,88.024585
790,MN,Pipestone County,27117,Lake Benton II,285857,19734,14800.5,-13747.759265999992,6311.305590000002
791,MN,Pipestone County,27117,Moraine II,40180,660,990.0,-1921.7762379999997,882.5094330000001
792,MN,Pipestone County,27117,Moraine Wind Power project,16024,272,408.0,-768.555038,352.492437
793,MN,Pipestone County,27117,Olsen Farms,4002,4,3.0,-192.677918,87.790359
794,MN,Pipestone County,27117,Pipestone School District,2003,1,0.75,-96.340393,44.000893
795,MN,Pipestone County,27117,Ridgewind,10050,55,126.5,-480.36546999999996,220.066865
796,MN,Pipestone County,27117,Tholen & Petersen,6015,24,39.599999999999994,-288.29397700000004,132.229476
797,MN,Pipestone County,27117,Uilk Wind Farm,6027,9,13.5,-289.269676,131.943978
798,MN,Pipestone County,27117,West Pipestone (Maiden Winds),10020,25,41.25,-482.17810699999995,220.10759300000004
799,MN,Pipestone County,27117,Westridge,18027,162,153.89999999999998,-865.7079550000001,395.97749699999997
800,MN,Pipestone County,27117,Woodstock,33983,289,173.39999999999998,-1633.3228709999999,747.764756
801,MN,Pipestone County,27117,Woodstock Municipal Wind,2010,1,0.75,-96.22719599999999,44.024390999999994
802,MN,Pipestone County,27117,unknown Pipestone County,66685,1521,-389961.0,-3748.7544100000005,1717.8391970000002
803,MN,Pipestone County,27117,unknown Pipestone County 3,2013,1,-9999.0,-96.308693,44.027992
804,MN,Polk County,27119,Hometown WindPower East Grand Forks,2010,1,0.16,-96.987137,47.937672
805,MN,Ramsey County,27123,Hometown WindPower North St. Paul,2010,1,0.16,-92.99838299999999,45.011433000000004
806,MN,Red Lake County,27125,unknown Red Lake County,2017,1,-9999.0,-96.31495699999999,47.871574
807,MN,Redwood County,27127,Redwood Falls (SMMPA),4010,4,6.6,-190.351792,89.006085
808,MN,Renville County,27129,Hometown WindPower Olivia,2010,1,0.16,-94.998665,44.77771
809,MN,Rice County,27131,Carleton College,4015,2,3.25,-186.241806,88.92773399999999
810,MN,Rice County,27131,Hometown WindPower Faribault,2010,1,0.16,-93.291763,44.335976
811,MN,Rice County,27131,St. Olaf College,2006,1,1.65,-93.192368,44.462383
812,MN,Rock County,27133,MinWind I & II,8008,16,15.2,-385.235374,174.22047
813,MN,Rock County,27133,MinWind III-IX,14028,49,80.85,-674.726944,305.52024900000004
814,MN,Rock County,27133,Prairie Rose,239428,14161,23790.479999999938,-11457.965043,5211.848062999996
815,MN,Scott County,27139,Hometown WindPower Shakopee,2010,1,0.16,-93.499779,44.799507
816,MN,Scott County,27139,Shakopee Mdewakanton Sioux Community Wind ,2009,1,1.5,-93.48299399999999,44.736092
817,MN,Sherburne County,27141,"Metro Wind, LLC",2001,1,0.66,-93.560692,45.378792
818,MN,Sibley County,27143,Hometown WindPower Arlington,2010,1,0.16,-94.06489599999999,44.612823
819,MN,Sibley County,27143,Hometown WindPower Winthrop,2010,1,0.16,-94.35990100000001,44.537867999999996
820,MN,St. Louis County,27137,Taconite Ridge Energy Center,20080,100,250.0,-925.9941179999998,475.735821
821,MN,Stearns County,27145,Black Oak Getty,78624,1521,3042.0,-3705.463303,1780.524749
822,MN,Stearns County,27145,DH Blattner Headquarters,2009,1,0.1,-94.44567099999999,45.59433
823,MN,Stearns County,27145,St. Cloud VA Medical Center,2011,1,0.6,-94.208244,45.577076
824,MN,Steele County,27147,Oak Glen Wind Project,48264,576,1036.8000000000004,-2235.0122149999997,1053.972502
825,MN,Stevens County,27149,University of MN -- Morris,4016,2,3.3,-191.754975,91.17433500000001
826,MN,Todd County,27153,Wing River Wind,2007,1,2.5,-95.116104,46.343666
827,MN,Watonwan County,27165,Odin,10040,50,100.0,-474.271744,219.349972
828,MN,Watonwan County,27165,unknown Watonwan County,2013,1,-9999.0,-94.546791,43.955193
829,MN,Winona County,27169,GL Wind,4022,4,10.0,-183.743576,87.989589
830,MN,Winona County,27169,Winona,4022,4,3.0,-183.843986,88.23078199999999
831,MN,Wright County,27171,Hometown WindPower Buffalo,2010,1,0.16,-93.835236,45.185966
832,MO,Atchison County,29005,Cow Branch Wind Project,46184,552,1159.1999999999998,-2195.7462299999997,930.3514309999999
833,MO,Atchison County,29005,Farmers City,146657,5329,10658.0,-6968.077051,2960.597329
834,MO,Atchison County,29005,Loess Hills Wind Project,8032,16,20.0,-382.15546399999994,161.647868
835,MO,Atchison County,29005,Rock Creek,302550,22500,45000.0,-14286.218224999997,6065.732169999999
836,MO,Atchison County,29005,unknown Atchison County,2017,1,-9999.0,-95.201782,40.427029
837,MO,DeKalb County,29063,Lost Creek Ridge Wind Farm,201000,9900,14850.0,-9450.754508000002,3998.8946859999996
838,MO,DeKalb County,29063,Osborn,205632,8292,17379.719999999976,-9634.318043,4063.043985
839,MO,DeKalb County,29063,unknown DeKalb County,-15709,484,-219978.0,-2077.750046,876.2583270000001
840,MO,Gentry County,29075,Bluegrass Ridge,54189,729,1530.9000000000008,-2551.30429,1082.32001
841,MO,Grundy County,29079,unknown Grundy County,2012,1,-9999.0,-93.57609599999999,40.061295
842,MO,Johnson County,29101,unknown Johnson County 3,2010,1,-9999.0,-93.793892,38.783295
843,MO,Nodaway County,29147,Conception Wind Project,48192,576,1209.6,-2272.166816,965.1228350000001
844,MO,Randolph County,29175,unknown Randolph County,2014,1,-9999.0,-92.420197,39.462092999999996
845,MT,Cascade County,30013,Horseshoe Bend/ranch pit,12036,36,54.0,-668.6272200000001,285.003056
846,MT,Fallon County,30025,Diamond Willow Wind,24096,144,216.0,-1250.188759,555.307817
847,MT,Fallon County,30025,Diamond Willow extension,16080,56,84.0,-833.349609,370.169567
848,MT,Glacier County,30035,Glacier Wind II,80360,2760,4140.0,-4488.550239000001,1941.860546
849,MT,Glacier County,30035,Rim Rock,36216,2268,3402.0,-2019.9351809999998,878.1789799999999
850,MT,Judith Basin County,30045,Spion Kop,50300,625,1000.0,-2765.898554,1183.4919279999997
851,MT,Lewis and Clark County,30049,unknown Lewis and Clark County,2013,1,-9999.0,-111.99411,46.599632
852,MT,Meagher County,30059,Gordon Butte,12072,36,54.0,-662.004234,278.47255299999995
853,MT,Stillwater County,30095,unknown Stillwater County,34306,289,-169983.0,-1861.5722890000002,779.568981
854,MT,Sweet Grass County,30097,Big Timber,28252,196,350.0,-1535.133859,641.7000700000001
855,MT,Teton County,30099,Fairfield Wind Farm,12084,20,33.6,-671.73317,286.277721
856,MT,Teton County,30099,Greenfield Wind Farm,26208,169,388.69999999999993,-1454.940497,620.3284869999999
857,MT,Toole County,30101,Glacier I,108432,3834,5751.0,-6054.658584000001,2619.7811260000003
858,MT,Toole County,30101,Glacier Wind II,92414,3174,4761.0,-5158.566628,2232.1719439999997
